full_name,eai_url,link,pdf_link,publication_date,data_source,publication,title,eai_match,affiliation,type,citations
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/318013.318153,,1986-07-01 00:00:00,ACM,DAC '86: Proceedings of the 23rd ACM/IEEE Design Automation Conference,HAPPI: a chip compiler based on double-level-metal technology,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.4108/icst.bodynets.2014.257068,,2014-09-01 00:00:00,ACM,BodyNets '14: Proceedings of the 9th International Conference on Body Area Networks,Joint energy harvesting and internetwork interference mitigation amongst coexisting wireless body area networks,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2390948.2391028,,2012-07-01 00:00:00,ACM,EMNLP-CoNLL '12: Proceedings of the 2012 Joint Conference on Empirical Methods in Natural Language Processing and Computational Natural Language Learning,"Parse, price and cut: delayed column and row generation for graph based parsers",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3209542.3209553,,2018-07-01 00:00:00,ACM,HT '18: Proceedings of the 29th on Hypertext and Social Media,An Approximately Optimal Bot for Non-Submodular Social Reconnaissance,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/2348283.2348426,,2012-08-01 00:00:00,ACM,SIGIR '12: Proceedings of the 35th international ACM SIGIR conference on Research and development in information retrieval,A framework for manipulating and searching multiple retrieval types,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/j.sigpro.2022.108659,,2022-11-01 00:00:00,ACM,Signal Processing (SIGN),Switch-based hybrid beamforming for massive MIMO communications in mmWave bands,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1178823.1178847,,2006-06-01 00:00:00,ACM,ACE '06: Proceedings of the 2006 ACM SIGCHI international conference on Advances in computer entertainment technology,Use of eye movements for video game control,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/s11265-007-0119-9,,2008-03-01 00:00:00,ACM,Journal of Signal Processing Systems (JSPS),A Regularized Clustering Algorithm Based on Calculus of Variations,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/2331147.2331161,,2012-08-01 00:00:00,ACM,ACM Transactions on Embedded Computing Systems (TECS),Impact of Wireless Channel Temporal Variation on MAC Design for Body Area Networks,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1920778.1920805,,2010-05-01 00:00:00,ACM,Futureplay '10: Proceedings of the International Academic Conference on the Future of Game Design and Technology,Raptor: sketching games with a tabletop computer,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/BF01905890,,1987-07-01 00:00:00,ACM,AI & Society (AISO),Welcome to open forum,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/s00146-007-0105-6,,2007-06-01 00:00:00,ACM,AI & Society (AISO),Networking real-world knowledge,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1206941,,2002-10-01 00:00:00,ACM,,InsideScoop to Microsoft Windows 2000 Server Exam 70-215: With CD-ROM (InsideScoop),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1199794,,2002-10-01 00:00:00,ACM,,ExamWise For MCP / MCSE Certification: Microsoft Windows 2000 Server Exam 70-215 (ExamWise),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/78212.78213,,1990-03-01 00:00:00,ACM,Marketing Computers (MACO),The Japanization of America,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1202244,,2002-10-01 00:00:00,ACM,,ExamInsight For MCP / MCSE Certification: Microsoft Windows 2000 Server Exam 70-215 (ExamInsight),False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/AAI28197688,,2013-01-01 00:00:00,ACM,,"No Contemptible Commander : Sir William Howe and the American War of Independence, 1775-1777",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1212554,,2005-09-01 00:00:00,ACM,,"InsideScoop to MCP/MCSE 70-294 Certification: Planning, Implementing, and Maintaining a Microsoft Windows Server 2003 Active Directory Infrastructure (With BFQ CD-ROM Exam) Second Edition",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1007/BF01905891,,1987-07-01 00:00:00,ACM,AI & Society (AISO),Teflon rules ok?,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1207937,,2007-02-01 00:00:00,ACM,,Engineering Computation with MATLAB,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/3037008.3037060,,2004-06-01 00:00:00,ACM,ICAPS'04: Proceedings of the Fourteenth International Conference on International Conference on Automated Planning and Scheduling,Choosing objectives in over-subscription planning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/763524.763526,,2002-04-01 00:00:00,ACM,Sys Admin (SYSA),Configuration: configuring Amanda,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/339771.339831,,1987-03-01 00:00:00,ACM,WADAS '87: Proceedings of the Joint Ada conference fifth national conference on Ada technology and fourth Washington Ada Symposium,Mechanisms for abstraction in Ada,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1095286.1095289,,1976-04-01 00:00:00,ACM,ACM SIGIR Forum (SIGIR),Heirarchical microprocessor organization,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/585485.585490,,2001-12-01 00:00:00,ACM,Sys Admin (SYSA),Security: implementing Kerberos,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1712759.1712784,,2008-02-01 00:00:00,ACM,AIA '08: Proceedings of the 26th IASTED International Conference on Artificial Intelligence and Applications,Fast object tracking through the use of artificial neural networks,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/168080.168084,,1993-08-01 00:00:00,ACM,Watch what I do,Pygmalion: an executable electronic blackboard,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/109980,,1991-08-01 00:00:00,ACM,,Concepts of object-oriented programming,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/50132.50136,,1988-07-01 00:00:00,ACM,Computers and mathematics: the use of computers in undergraduate instruction,A minimalist approach to computer use in mathematics,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/800175.809873,,1981-01-01 00:00:00,ACM,ACM '81: Proceedings of the ACM '81 conference,"Perspectives: Computers, tools, and people",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3379337.3422878,,2020-10-01 00:00:00,ACM,UIST '20: Proceedings of the 33rd Annual ACM Symposium on User Interface Software and Technology,The Augmented Conversation and the Amplified World,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/368793.368843,,2000-02-01 00:00:00,ACM,Storage Management Solutions (STOR),The cost of lost data,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/293686.293687,,1998-12-01 00:00:00,ACM,ACM Transactions on Mathematical Software (TOMS),Algorithm 786: multiple-precision complex arithmetic and functions,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/521415,,1998-09-01 00:00:00,ACM,,"Knowledge, GroupWare, and the Internet",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1090/S0025-5718-96-00688-6,,1996-01-01 00:00:00,ACM,Mathematics of Computation (MCOM),A multiple-precision division algorithm,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/62402.62426,,1988-01-01 00:00:00,ACM,UIST '88: Proceedings of the 1st annual ACM SIGGRAPH symposium on User Interface Software,Building interfaces interactively,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/998401.998406,,1984-07-01 00:00:00,ACM,ACM SIGAda Ada Letters (SIGADA),ANSI Standard Ada: quick-reference sheet,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2886844.2886923,,1983-08-01 00:00:00,ACM,AAAI'83: Proceedings of the Third AAAI Conference on Artificial Intelligence,Finding all of the Solutions to a Problem,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1478786.1478859,,1971-05-01 00:00:00,ACM,"AFIPS '71 (Spring): Proceedings of the May 18-20, 1971, spring joint computer conference",GPL/I: a PL/I extension for computer graphics,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/62138.62154,,1987-01-01 00:00:00,ACM,"OOPSLA '87: Addendum to the proceedings on Object-oriented programming systems, languages and applications (Addendum)",Panel on visual programming,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/544220.544260,,2002-07-01 00:00:00,ACM,JCDL '02: Proceedings of the 2nd ACM/IEEE-CS joint conference on Digital libraries,Detecting events with date and place information in unstructured text,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/323794.323801,,1999-07-01 00:00:00,ACM,Journal of Computers in Mathematics and Science Teaching (CMST),Learning: the Web,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/954604.954612,,1977-09-01 00:00:00,ACM,ACM SIGPLAN Notices (SIGPLAN),Proposals for Fortran data structures,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/907074,,1975-01-01 00:00:00,ACM,,Pygmalion: a creative programming environment.,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3334480.3386148,,2020-04-01 00:00:00,ACM,CHI EA '20: Extended Abstracts of the 2020 CHI Conference on Human Factors in Computing Systems,"SIGCHI Lifetime Research Award Talk: Icons, Metaphor, and End-User Programming",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1538397,,2009-01-01 00:00:00,ACM,,Engineering Computation with MATLAB,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/504210.504211,,2001-12-01 00:00:00,ACM,ACM Transactions on Mathematical Software (TOMS),"Algorithm 814: Fortran 90 software for floating-point multiple precision arithmetic, gamma and related functions",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/345124.345157,,2000-08-01 00:00:00,ACM,Communications of the ACM (CACM),Building personal tools by programming,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/349516.349596,,2000-07-01 00:00:00,ACM,Linux Journal (LINUX),System Administration: Getting the NT Out--and the Linux In,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/917054,,1989-01-01 00:00:00,ACM,,Autonomous scene description with range imagery,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/61550,,1988-01-01 00:00:00,ACM,,Cases & applications in dBASE III Plus,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/17200.17203,,1986-12-01 00:00:00,ACM,BYTE (BYTE),A program for approximating integrals,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/TCE.1984.354002,,1984-05-01 00:00:00,ACM,IEEE Transactions on Consumer Electronics (ITOCE),The INT SC: An Exercise in echnical Co-ordination,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/TC.1968.5008873,,1968-01-01 00:00:00,ACM,IEEE Transactions on Computers (ITCO),A Partitioning Method for Combinational Synthesis,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/2601693,,2013-11-01 00:00:00,ACM,,Digital Transmission Systems,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1916461.1916470,,2011-02-01 00:00:00,ACM,ACM Transactions on Mathematical Software (TOMS),Algorithm 911: Multiple-Precision Exponential Integral and Related Functions,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/MCISE.2003.1208649,,2003-07-01 00:00:00,ACM,Computing in Science and Engineering (IEEECS_CISE-NEW),Using Multiple-Precision Arithmetic,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/108556.108585,,1991-06-01 00:00:00,ACM,ACM Transactions on Mathematical Software (TOMS),Algorithm 693: a FORTRAN package for floating-point multiple-precision arithmetic,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/910671,,1982-01-01 00:00:00,ACM,,Rapid software prototyping,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/904108,,1971-01-01 00:00:00,ACM,,The development of a technique for the collection and dissemination of batched data for a remote terminal user.,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1205245,,2006-01-01 00:00:00,ACM,,"PIC in Practice, Second Edition: A Project -based Approach",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/306094.306100,,1998-12-01 00:00:00,ACM,Journal of Computers in Mathematics and Science Teaching (CMST),Learning: the Web,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/891876,,1970-10-01 00:00:00,ACM,,MLISP,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/AAI28127166,,1963-01-01 00:00:00,ACM,,Ortho-Group Interactions and a Novel Nucleophilic Substitution,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2900929.2901038,,2012-07-01 00:00:00,ACM,AAAI'12: Proceedings of the Twenty-Sixth AAAI Conference on Artificial Intelligence,Planning as an iterative process,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/564376.564391,,2002-08-01 00:00:00,ACM,SIGIR '02: Proceedings of the 25th annual international ACM SIGIR conference on Research and development in information retrieval,Detecting and Browsing Events in Unstructured text,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1006/jsco.2001.0501,,2002-01-01 00:00:00,ACM,Journal of Symbolic Computation (JOSC),Gröbner Bases in Orders of Algebraic Number Fields,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1080/0161-119991887955,,1999-10-01 00:00:00,ACM,Cryptologia (CRYP),The use of decrypted German weather reports in the operations of the fifteenth air force over Europe,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/548219,,1996-11-01 00:00:00,ACM,,IBM Smalltalk: The Language,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/912461,,1985-01-01 00:00:00,ACM,,"Controlling inference (meta-level, reasoning)",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/934892,,2001-01-01 00:00:00,ACM,,Taking students to task: task-based computer-mediated communication and negotiated interaction in the esl classroom,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/916229,,1989-01-01 00:00:00,ACM,,Expert systems for medical diagnosis: a study in technology transfer,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/2049475,,2010-01-01 00:00:00,ACM,,Efficient inference for trees and alignments: modeling monolingual and bilingual syntax with hard and soft constraints and latent variables,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/0004-3702%2889%2990025-8,,1989-06-01 00:00:00,ACM,Artificial Intelligence (ARTI),Controlling backward inference,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/918035,,1990-01-01 00:00:00,ACM,,Numerical and experimental analysis of circularly polarized radiating line antennas,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/1496984.1497008,,2008-11-01 00:00:00,ACM,"Future Play '08: Proceedings of the 2008 Conference on Future Play: Research, Play, Share",A low-cost infrastructure for tabletop games,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/920419,,1993-01-01 00:00:00,ACM,,A malicious fault list generation algorithm for the evaluation of system coverage,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/2568189,,2013-05-01 00:00:00,ACM,,PIC Projects and Applications using C: A Project-based Approach,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/2049105,,2010-01-01 00:00:00,ACM,,The first-fit algorithm uses many colors on some interval graphs,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1713970,,2009-01-01 00:00:00,ACM,,A formal concept analysis approach to association rule mining: the quicl algorithms,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1016/0360-1315%2888%2990070-X,,1988-01-01 00:00:00,ACM,Computers & Education (CEDN),Eternal triangulation: case studies in the evaluation of educational software by classroom-based teacher groups,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1155/2009/231587,,2009-02-01 00:00:00,ACM,EURASIP Journal on Advances in Signal Processing (JASP),Space-frequency block code with matched rotation for MIMO-OFDM system with limited feedback,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/2408200,,2012-07-01 00:00:00,ACM,,"Modelling and simulation of integrated systems in engineering: Issues of methodology, quality, testing and application",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/2851098,,2015-10-01 00:00:00,ACM,,"Testing and Validation of Computer Simulation Models: Principles, Methods and Applications",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/TNET.2019.2898413,,2019-04-01 00:00:00,ACM,IEEE/ACM Transactions on Networking (TON),TipTop: Almost Exact Solutions for Influence Maximization in Billion-Scale Networks,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/106844.106853,,1989-12-01 00:00:00,ACM,Advanced simulation in biomedicine,A review of respiratory system applications of computer simulation and modelling techniques,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/131302.131304,,1992-06-01 00:00:00,ACM,Languages for developing user interfaces,A component architecture for personal computer software,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/646307.687426,,1999-07-01 00:00:00,ACM,IJCAI '99: Proceedings of the Sixteenth International Joint Conference on Artificial Intelligence,Temporal Planning with Mutual Exclusion Reasoning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1624218.1624266,,1999-07-01 00:00:00,ACM,IJCAI'99: Proceedings of the 16th international joint conference on Artifical intelligence - Volume 1,Temporal planning with mutual exclusion reasoning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/39681.39692,,1986-01-01 00:00:00,ACM,Papers from the second workshop Vol. 13 on Human and Machine Vision II,Autonomous scene description with range imagery,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/303430.303441,,1998-10-01 00:00:00,ACM,The design of children's technology,Making programming easier for children,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/295240.295918,,1998-07-01 00:00:00,ACM,AAAI '98/IAAI '98: Proceedings of the fifteenth national/tenth conference on Artificial intelligence/Innovative applications of artificial intelligence,Conformant Graphplan,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/546735,,1995-12-01 00:00:00,ACM,,Virtus VRML Toolkit for Windows,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/1215294,,1996-01-01 00:00:00,ACM,,Virtus Vrml Toolkit for Macintosh,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/646634.699911,,2001-09-01 00:00:00,ACM,ECDL '01: Proceedings of the 5th European Conference on Research and Advanced Technology for Digital Libraries,Disambiguating Geographic Names in a Historical Digital Library,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1613715.1613737,,2008-10-01 00:00:00,ACM,EMNLP '08: Proceedings of the Conference on Empirical Methods in Natural Language Processing,Dependency parsing by belief propagation,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/166197.166229,,1993-09-01 00:00:00,ACM,APL '93: Proceedings of the international conference on APL,JVOX,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1137/0716017,,1979-04-01 00:00:00,ACM,SIAM Journal on Numerical Analysis (SINUM),Acceleration of Linear and Logarithmic Convergence,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1624775.1624857,,1973-08-01 00:00:00,ACM,IJCAI'73: Proceedings of the 3rd international joint conference on Artificial intelligence,Backtracking in MLISP2: an efficient backtracking method for LISP,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1699571.1699620,,2009-08-01 00:00:00,ACM,EMNLP '09: Proceedings of the 2009 Conference on Empirical Methods in Natural Language Processing: Volume 2 - Volume 2,Parser adaptation and projection with quasi-synchronous grammar features,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1273073.1273174,,2006-07-01 00:00:00,ACM,COLING-ACL '06: Proceedings of the COLING/ACL on Main conference poster sessions,Minimum risk annealing for training log-linear models,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/3545945.3569801,,2023-03-01 00:00:00,ACM,SIGCSE 2023: Proceedings of the 54th ACM Technical Symposium on Computer Science Education V. 1,"Discovering, Autogenerating, and Evaluating Distractors for Python Parsons Problems in CS1",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/3036846.3036870,,1996-05-01 00:00:00,ACM,AIPS'96: Proceedings of the Third International Conference on Artificial Intelligence Planning Systems,Suspending recursion in causal-link planning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1109/12.88486,,1991-05-01 00:00:00,ACM,IEEE Transactions on Computers (ITCO),The Tree-Match Chip,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/2876590.2876635,,1980-08-01 00:00:00,ACM,AAAI'80: Proceedings of the First AAAI Conference on Artificial Intelligence,A frame-based production system architecture,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/891700,,1973-05-01 00:00:00,ACM,,MLISP2.,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1654650.1654655,,2006-06-01 00:00:00,ACM,StatMT '06: Proceedings of the Workshop on Statistical Machine Translation,Quasi-synchronous grammars: alignment by soft projection of syntactic dependencies,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/book/10.5555/556527,,2000-05-01 00:00:00,ACM,,VERILOG Styles for Synthesis of Digital Systems,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.1145/286498.286507,,1998-04-01 00:00:00,ACM,CHI '98: CHI 98 Conference Summary on Human Factors in Computing Systems,Xerox Star live demonstration,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/139492.139662,,1992-05-01 00:00:00,ACM,Proceedings of the first international conference on Artificial intelligence planning systems,A critical look at Koblock's hierarchy mechanism,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1867270.1867345,,1993-07-01 00:00:00,ACM,AAAI'93: Proceedings of the eleventh national conference on Artificial intelligence,Postponing threats in partial-order planning,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1659892.1659956,,2007-08-01 00:00:00,ACM,SIP '07: Proceedings of the Ninth IASTED International Conference on Signal and Image Processing,A scale cross-ambiguity function for radar applications,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.3115/1119394.1119401,,2003-05-01 00:00:00,ACM,HLT-NAACL-GEOREF '03: Proceedings of the HLT-NAACL 2003 workshop on Analysis of geographic references - Volume 1,Bootstrapping toponym classifiers,False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/800263.809219,,1982-01-01 00:00:00,ACM,DAC '82: Proceedings of the 19th Design Automation Conference,"A low cost, transportable, data management system for LSI/VLSI design",False,,,0
David Smith,https://ai.northeastern.edu/ai-our-people/david-smith/,https://dl.acm.org/doi/10.5555/1659760.1659813,,2007-07-01 00:00:00,ACM,"CSS '07: Proceedings of the Fifth IASTED International Conference on Circuits, Signals and Systems",A generalized cross-ambiguity function for geolocation,False,,,0
